FECHA;LATITUD;LONGITUD;PEATONES
2021-01-01 13:00:00;40,42107227;-3,70049043;100.0
2021-01-01 13:00:00;40,42200905;-3,700891722;694.0
2021-01-01 13:00:00;40,42380314;-3,707379398;58.0
2021-01-01 13:00:00;40,42479893;-3,712094845;54.0
2021-01-01 13:00:00;40,42695341;-3,69448847;99.0
2021-01-01 13:00:00;40,43046926;-3,713297939;429.0
2021-01-01 14:00:00;40,405367;-3,701798;183.0
2021-01-01 14:00:00;40,409118;-3,692441;401.0
2021-01-01 14:00:00;40,41110888;-3,696471467;87.0
2021-01-01 14:00:00;40,41289138;-3,707464267;824.0
2021-01-01 14:00:00;40,41338702;-3,697740186;59.0
2021-01-01 14:00:00;40,41373441;-3,723947718;432.0
2021-01-01 14:00:00;40,415111;-3,713569;461.0
2021-01-01 14:00:00;40,41637598;-3,706029098;159.0
2021-01-01 14:00:00;40,41664098;-3,701246554;402.0
2021-01-01 14:00:00;40,418256;-3,697732;168.0
2021-01-01 14:00:00;40,41990798;-3,692363251;68.0
2021-01-01 14:00:00;40,42015321;-3,70435898;308.0
2021-01-01 14:00:00;40,4202703;-3,704325575;266.0
2021-01-01 14:00:00;40,42107227;-3,70049043;80.0
2021-01-01 14:00:00;40,42200905;-3,700891722;801.0
2021-01-01 14:00:00;40,42380314;-3,707379398;83.0
2021-01-01 14:00:00;40,42479893;-3,712094845;111.0
2021-01-01 14:00:00;40,42695341;-3,69448847;171.0
2021-01-01 14:00:00;40,43046926;-3,713297939;224.0
2021-01-01 15:00:00;40,405367;-3,701798;228.0
2021-01-01 15:00:00;40,409118;-3,692441;219.0
2021-01-01 15:00:00;40,41110888;-3,696471467;189.0
2021-01-01 15:00:00;40,41289138;-3,707464267;638.0
2021-01-01 15:00:00;40,41338702;-3,697740186;56.0
2021-01-01 15:00:00;40,41373441;-3,723947718;250.0
2021-01-01 15:00:00;40,415111;-3,713569;190.0
2021-01-01 15:00:00;40,41637598;-3,706029098;272.0
2021-01-01 15:00:00;40,41664098;-3,701246554;211.0
2021-01-01 15:00:00;40,418256;-3,697732;355.0
2021-01-01 15:00:00;40,41990798;-3,692363251;108.0
2021-01-01 15:00:00;40,42015321;-3,70435898;266.0
2021-01-01 15:00:00;40,4202703;-3,704325575;167.0
2021-01-01 15:00:00;40,42107227;-3,70049043;183.0
2021-01-01 15:00:00;40,42200905;-3,700891722;633.0
2021-01-01 15:00:00;40,42380314;-3,707379398;159.0
2021-01-01 15:00:00;40,42479893;-3,712094845;77.0
2021-01-01 15:00:00;40,42695341;-3,69448847;139.0
2021-01-01 15:00:00;40,43046926;-3,713297939;406.0
2021-01-01 16:00:00;40,405367;-3,701798;153.0
2021-01-01 16:00:00;40,409118;-3,692441;93.0
2021-01-01 16:00:00;40,41110888;-3,696471467;80.0
2021-01-01 16:00:00;40,41289138;-3,707464267;436.0
2021-01-01 16:00:00;40,41338702;-3,697740186;10.0
2021-01-01 16:00:00;40,41373441;-3,723947718;100.0
2021-01-01 16:00:00;40,415111;-3,713569;120.0
2021-01-01 16:00:00;40,41637598;-3,706029098;170.0
2021-01-01 16:00:00;40,41664098;-3,701246554;139.0
2021-01-01 16:00:00;40,418256;-3,697732;186.0
2021-01-01 16:00:00;40,41990798;-3,692363251;52.0
2021-01-01 16:00:00;40,42015321;-3,70435898;285.0
2021-01-01 16:00:00;40,4202703;-3,704325575;163.0
2021-01-01 16:00:00;40,42107227;-3,70049043;71.0
2021-01-01 16:00:00;40,42200905;-3,700891722;612.0
2021-01-01 16:00:00;40,42380314;-3,707379398;85.0
2021-01-01 16:00:00;40,42479893;-3,712094845;339.0
2021-01-01 16:00:00;40,42695341;-3,69448847;58.0
2021-01-01 16:00:00;40,43046926;-3,713297939;237.0
2021-01-01 17:00:00;40,405367;-3,701798;278.0
2021-01-01 17:00:00;40,409118;-3,692441;298.0
2021-01-01 17:00:00;40,41110888;-3,696471467;74.0
2021-01-01 17:00:00;40,41289138;-3,707464267;481.0
2021-01-01 17:00:00;40,41338702;-3,697740186;3.0
2021-01-01 17:00:00;40,41373441;-3,723947718;113.0
2021-01-01 17:00:00;40,415111;-3,713569;171.0
2021-01-01 17:00:00;40,41637598;-3,706029098;301.0
2021-01-01 17:00:00;40,41664098;-3,701246554;267.0
2021-01-01 17:00:00;40,418256;-3,697732;278.0
2021-01-01 17:00:00;40,41990798;-3,692363251;243.0
2021-01-01 17:00:00;40,42015321;-3,70435898;376.0
2021-01-01 17:00:00;40,4202703;-3,704325575;228.0
2021-01-01 17:00:00;40,42107227;-3,70049043;45.0
2021-01-01 17:00:00;40,42200905;-3,700891722;704.0
2021-01-01 17:00:00;40,42380314;-3,707379398;60.0
2021-01-01 17:00:00;40,42479893;-3,712094845;166.0
2021-01-01 17:00:00;40,42695341;-3,69448847;135.0
2021-01-01 17:00:00;40,43046926;-3,713297939;288.0
2021-01-01 18:00:00;40,405367;-3,701798;177.0
2021-01-01 18:00:00;40,409118;-3,692441;173.0
2021-01-01 18:00:00;40,41110888;-3,696471467;208.0
2021-01-01 18:00:00;40,41289138;-3,707464267;605.0
2021-01-01 18:00:00;40,41338702;-3,697740186;46.0
2021-01-01 18:00:00;40,41373441;-3,723947718;181.0
2021-01-01 18:00:00;40,415111;-3,713569;303.0
2021-01-01 18:00:00;40,41637598;-3,706029098;290.0
2021-01-01 18:00:00;40,41664098;-3,701246554;157.0
2021-01-01 18:00:00;40,418256;-3,697732;349.0
2021-01-01 18:00:00;40,41990798;-3,692363251;184.0
2021-01-01 18:00:00;40,42015321;-3,70435898;551.0
2021-01-01 18:00:00;40,4202703;-3,704325575;166.0
2021-01-01 18:00:00;40,42107227;-3,70049043;157.0
2021-01-01 18:00:00;40,42200905;-3,700891722;900.0
2021-01-01 18:00:00;40,42380314;-3,707379398;98.0
2021-01-01 18:00:00;40,42479893;-3,712094845;117.0
2021-01-01 18:00:00;40,42695341;-3,69448847;149.0
2021-01-01 18:00:00;40,43046926;-3,713297939;588.0
2021-01-01 19:00:00;40,405367;-3,701798;172.0
2021-01-01 19:00:00;40,409118;-3,692441;548.0
2021-01-01 19:00:00;40,41110888;-3,696471467;332.0
2021-01-01 19:00:00;40,41289138;-3,707464267;1.126
2021-01-01 19:00:00;40,41338702;-3,697740186;7.0
2021-01-01 19:00:00;40,41373441;-3,723947718;213.0
2021-01-01 19:00:00;40,415111;-3,713569;589.0
2021-01-01 19:00:00;40,41637598;-3,706029098;185.0
2021-01-01 19:00:00;40,41664098;-3,701246554;385.0
2021-01-01 19:00:00;40,418256;-3,697732;486.0
2021-01-01 19:00:00;40,41990798;-3,692363251;198.0
2021-01-01 19:00:00;40,42015321;-3,70435898;941.0
2021-01-01 19:00:00;40,4202703;-3,704325575;615.0
2021-01-01 19:00:00;40,42107227;-3,70049043;196.0
2021-01-01 19:00:00;40,42200905;-3,700891722;1.216
2021-01-01 19:00:00;40,42380314;-3,707379398;97.0
2021-01-01 19:00:00;40,42479893;-3,712094845;331.0
2021-01-01 19:00:00;40,42695341;-3,69448847;173.0
2021-01-01 19:00:00;40,43046926;-3,713297939;486.0
2021-01-01 20:00:00;40,405367;-3,701798;279.0
2021-01-01 20:00:00;40,409118;-3,692441;630.0
2021-01-01 20:00:00;40,41110888;-3,696471467;233.0
2021-01-01 20:00:00;40,41289138;-3,707464267;1.155
2021-01-01 20:00:00;40,41338702;-3,697740186;49.0
2021-01-01 20:00:00;40,41373441;-3,723947718;168.0
2021-01-01 20:00:00;40,415111;-3,713569;343.0
2021-01-01 20:00:00;40,41637598;-3,706029098;403.0
2021-01-01 20:00:00;40,41664098;-3,701246554;471.0
2021-01-01 20:00:00;40,418256;-3,697732;914.0
2021-01-01 20:00:00;40,41990798;-3,692363251;636.0
2021-01-01 20:00:00;40,42015321;-3,70435898;1.357
2021-01-01 20:00:00;40,4202703;-3,704325575;630.0
2021-01-01 20:00:00;40,42107227;-3,70049043;184.0
2021-01-01 20:00:00;40,42200905;-3,700891722;1.445
2021-01-01 20:00:00;40,42380314;-3,707379398;200.0
2021-01-01 20:00:00;40,42479893;-3,712094845;122.0
2021-01-01 20:00:00;40,42695341;-3,69448847;127.0
2021-01-01 20:00:00;40,43046926;-3,713297939;717.0
2021-01-01 21:00:00;40,405367;-3,701798;162.0
2021-01-01 21:00:00;40,409118;-3,692441;371.0
2021-01-01 21:00:00;40,41110888;-3,696471467;292.0
2021-01-01 21:00:00;40,41289138;-3,707464267;1.021
2021-01-01 21:00:00;40,41338702;-3,697740186;109.0
2021-01-01 21:00:00;40,41373441;-3,723947718;111.0
2021-01-01 21:00:00;40,415111;-3,713569;162.0
2021-01-01 21:00:00;40,41637598;-3,706029098;313.0
